lat_bin,lon_bin,rides,revenue,avg_price,avg_duration,unique_scooters,unique_users
52.505,13.465,390,2079.53,5.332128205128206,11.449529912820513,296,326
52.505,13.47,1532,9301.12,6.071227154046998,10.999521325718016,874,1082
52.505,13.475,75,491.03000000000003,6.547066666666667,5.856444426666667,61,14
52.505,13.48,1,2.77,2.77,13.216667,1,1
52.505,13.5,1,3.13,3.13,12.716667,1,1
52.505,13.51,1,17.63,17.63,23.666667,1,1
52.51,13.245000000000001,1,3.21,3.21,21.0,1,1
52.51,13.27,1,8.93,8.93,15.233333,1,1
52.51,13.280000000000001,3,20.19,6.73,32.550000000000004,3,3
52.51,13.290000000000001,3,10.76,3.5866666666666664,51.40555533333333,3,3
52.51,13.295,28,135.58,4.842142857142858,15.308333321428572,22,24
52.51,13.3,146,738.2,5.0561643835616445,16.93550226027397,113,129
52.51,13.305,271,1305.76,4.81830258302583,14.029643254612544,190,240
52.51,13.31,200,1063.16,5.3158,13.590916655000001,142,166
52.51,13.315,408,2421.3,5.934558823529412,12.711315357843137,293,287
52.51,13.32,362,2005.95,5.541298342541436,12.53577347237569,257,285
52.51,13.325000000000001,646,3733.19,5.778931888544892,12.792260061919503,454,504
52.51,13.33,397,2010.83,5.065062972292191,13.383459272040303,303,338
52.51,13.335,88,332.8,3.7818181818181817,19.656439375,81,86
52.51,13.34,4,16.82,4.205,22.50833325,4,4
52.51,13.345,32,178.37,5.5740625,16.49166659375,29,32
52.51,13.35,587,3404.7,5.800170357751277,15.575383337308345,396,497
52.51,13.355,21,118.66,5.650476190476191,11.851587333333333,16,19
52.51,13.36,11,59.699999999999996,5.427272727272727,25.41212118181818,10,11
52.51,13.365,41,225.24,5.493658536585366,15.33495931707317,32,40
52.51,13.370000000000001,584,2973.04,5.090821917808219,15.942694078767124,438,538
52.51,13.375,4334,21351.77,4.926573604060914,16.806383633825565,1759,3541
52.51,13.38,1626,8181.39,5.03160516605166,15.36093685608856,1000,1427
52.51,13.385,1476,7073.31,4.792215447154472,13.068112009485095,855,1193
52.51,13.39,3808,20816.89,5.4666202731092435,15.436751576680672,1700,3053
52.51,13.395,670,3995.79,5.963865671641791,12.075746270149255,492,536
52.51,13.4,758,4748.27,6.264208443271769,13.470052766490765,537,565
52.51,13.405000000000001,546,3331.05,6.100824175824176,12.98980467032967,389,399
52.51,13.41,394,2567.54,6.516598984771574,13.439170888324874,322,306
52.51,13.415000000000001,1299,8351.23,6.42896843725943,12.997870160123172,842,1035
52.51,13.42,918,5646.09,6.1504248366013075,12.364397238562091,633,700
52.51,13.425,1492,9287.53,6.224886058981234,13.073949946380699,957,1161
52.51,13.43,1105,6937.93,6.2786696832579185,14.052684768325792,760,914
52.51,13.435,2820,16236.91,5.7577695035461,13.903209221985815,1379,2120
52.51,13.44,213,1267.66,5.951455399061033,10.701721460093898,185,199
52.51,13.445,351,1964.04,5.595555555555555,10.998907868945869,267,275
52.51,13.450000000000001,2838,17603.93,6.202935165609584,12.18200611134602,1477,2138
52.51,13.455,2277,13066.3,5.738383838383838,11.831232617039966,1260,1708
52.51,13.46,1990,11536.24,5.797105527638191,11.813082085427137,1153,1470
52.51,13.465,1011,6348.62,6.279545004945598,9.965924819980218,669,637
52.51,13.47,508,3169.38,6.238937007874016,9.791174539370079,384,344
52.51,13.475,222,1489.2,6.708108108108108,11.246696666666669,175,149
52.51,13.48,3,22.65,7.55,12.144444333333333,3,3
52.51,13.485,7,44.91,6.4157142857142855,11.695238000000002,6,4
52.51,13.49,2,21.240000000000002,10.620000000000001,27.049999999999997,2,2
52.51,13.495000000000001,1,8.32,8.32,8.5,1,1
52.51,13.5,3,11.600000000000001,3.866666666666667,29.600000333333337,3,3
52.51,13.505,1,3.64,3.64,33.35,1,1
52.51,13.51,1,11.45,11.45,17.333333,1,1
52.51,13.61,1,13.79,13.79,35.3,1,1
52.515,13.25,2,9.629999999999999,4.8149999999999995,3.866667,1,1
52.515,13.285,1,10.2,10.2,2.633333,1,1
52.515,13.290000000000001,1,0.69,0.69,40.166667,1,1
52.515,13.295,19,96.3,5.068421052631579,27.730701736842104,19,15
52.515,13.3,15,69.82,4.6546666666666665,20.98999993333333,14,15
52.515,13.305,49,198.52,4.051428571428572,12.23129248979592,32,38
52.515,13.31,14,56.48,4.034285714285714,20.109524,13,14
52.515,13.315,47,230.18,4.897446808510638,10.49468085106383,35,37
52.515,13.32,69,442.96999999999997,6.4198550724637675,16.048792260869565,64,66
52.515,13.325000000000001,121,727.83,6.0151239669421495,16.342699685950414,102,105
52.515,13.33,101,694.37,6.874950495049505,17.077557772277228,91,93
52.515,13.335,298,1838.87,6.170704697986577,16.522259506711407,223,269
52.515,13.34,94,601.53,6.399255319148936,18.695744691489363,78,88
52.515,13.345,43,177.64000000000001,4.131162790697675,12.427906953488371,24,38
52.515,13.35,1046,6532.98,6.245678776290631,19.016523260994262,723,975
52.515,13.355,76,500.2,6.5815789473684205,11.674122763157895,60,73
52.515,13.36,44,262.85,5.973863636363637,16.53371209090909,42,44
52.515,13.365,90,446.68,4.963111111111111,13.342777777777776,74,87
52.515,13.370000000000001,278,1593.0,5.73021582733813,16.640467615107912,227,268
52.515,13.375,3345,14755.54,4.411222720478326,18.828261094768312,1579,2964
52.515,13.38,4987,22586.05,4.5289853619410465,17.40933426649288,1852,4155
52.515,13.385,675,3310.71,4.904755555555556,13.994024718518517,520,611
52.515,13.39,3013,16066.92,5.332532359774311,14.61770660736807,1490,2422
52.515,13.395,1602,8533.67,5.326885143570537,12.917634214107366,980,1351
52.515,13.4,296,1543.91,5.215912162162162,12.732826581081081,239,248
52.515,13.405000000000001,1202,6547.44,5.4471214642262895,12.825776477537438,763,980
52.515,13.41,783,4382.97,5.597662835249042,13.512920398467433,591,666
52.515,13.415000000000001,511,2769.15,5.419080234833659,14.01793869667319,405,436
52.515,13.42,739,4428.75,5.9928958051420835,12.585588634641407,522,633
52.515,13.425,1224,6757.67,5.520972222222222,14.366407959150326,747,897
52.515,13.43,314,1838.73,5.855828025477707,11.974628449044586,249,246
52.515,13.435,116,789.47,6.805775862068966,10.707758663793104,104,103
52.515,13.44,483,3414.26,7.068861283643892,11.488026244306418,392,384
52.515,13.445,622,4145.23,6.664356913183279,9.883413728295821,445,445
52.515,13.450000000000001,514,3409.18,6.632645914396887,10.816796365758755,397,413
52.515,13.455,2791,18957.32,6.792303833751343,11.420966211393766,1438,1961
52.515,13.46,1665,10082.41,6.055501501501501,12.607777772372373,1005,1217
52.515,13.465,1066,6698.54,6.283808630393996,12.540916188555348,729,799
52.515,13.47,564,3510.86,6.224929078014185,11.143173765957448,412,403
52.515,13.475,1355,9086.02,6.705549815498156,14.036519074538747,841,968
52.515,13.48,20,113.15,5.657500000000001,16.39916675,19,20
52.515,13.485,1,6.92,6.92,31.566667,1,1
52.515,13.5,2,25.44,12.72,12.508333,2,2
52.52,13.290000000000001,2,25.009999999999998,12.504999999999999,24.150000000000002,2,2
52.52,13.295,4,23.25,5.8125,27.9625,4,4
52.52,13.3,36,168.5,4.680555555555555,20.989351833333334,25,30
52.52,13.305,21,101.53,4.834761904761905,27.345238095238095,18,19
52.52,13.315,6,39.24,6.54,14.697222166666668,6,6
52.52,13.32,27,179.68,6.654814814814815,16.428395185185185,23,19
52.52,13.325000000000001,5,33.29,6.6579999999999995,16.123333199999998,5,5
