DAY_TYPE2,rides,revenue,avg_price,avg_duration,avg_distance
Weekday,143906,780902.7,5.426477700721303,12.594794055821161,0.9892015621308354
Weekend,87962,442968.95,5.035912666833405,14.427063391782815,1.0666909574589027
