lat_bin,lon_bin,rides,revenue,avg_price,avg_duration,unique_scooters,unique_users,ends,net_flow
52.495000000000005,13.46,142.0,696.08,4.901971830985916,16.6214788943662,101.0,116.0,181.0,39.0
52.495000000000005,13.465,223.0,1422.38,6.3783856502242156,13.930119591928252,183.0,202.0,263.0,40.0
52.495000000000005,13.47,2.0,7.710000000000001,3.8550000000000004,13.675,2.0,2.0,4.0,2.0
52.495000000000005,13.475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.495000000000005,13.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.495000000000005,13.485,1.0,8.63,8.63,27.966667,1.0,1.0,0.0,-1.0
52.495000000000005,13.49,1.0,12.52,12.52,7.033333,1.0,1.0,2.0,1.0
52.495000000000005,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.495000000000005,13.505,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
52.495000000000005,13.51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.495000000000005,13.525,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
52.5,13.27,3.0,18.39,6.13,17.849999666666665,3.0,3.0,4.0,1.0
52.5,13.275,1.0,3.9,3.9,12.2,1.0,1.0,1.0,0.0
52.5,13.285,1.0,13.62,13.62,27.0,1.0,1.0,1.0,0.0
52.5,13.290000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
52.5,13.295,32.0,214.37,6.6990625,15.16770828125,25.0,31.0,36.0,4.0
52.5,13.3,34.0,176.96,5.2047058823529415,13.904411764705882,27.0,27.0,45.0,11.0
52.5,13.305,424.0,2322.78,5.478254716981133,13.354677674528302,298.0,350.0,516.0,92.0
52.5,13.31,568.0,3095.23,5.449348591549295,14.539319251760562,410.0,464.0,663.0,95.0
52.5,13.315,2207.0,11439.01,5.183058450385138,12.923833263253284,1061.0,1494.0,1887.0,-320.0
52.5,13.32,1953.0,10244.8,5.245673323092678,11.826600106502816,1056.0,1426.0,1554.0,-399.0
52.5,13.325000000000001,1205.0,6205.37,5.149684647302904,12.636984767634855,771.0,968.0,1188.0,-17.0
52.5,13.33,542.0,2905.06,5.3598892988929885,11.788622387453875,396.0,458.0,650.0,108.0
52.5,13.335,739.0,3454.44,4.674479025710419,12.326184027063599,483.0,528.0,823.0,84.0
52.5,13.34,1552.0,7696.56,4.959123711340206,13.049377137242267,912.0,1249.0,1518.0,-34.0
52.5,13.345,1456.0,7316.77,5.025254120879121,14.264239936126375,845.0,1147.0,1415.0,-41.0
52.5,13.35,1414.0,7314.66,5.173026874115983,14.148196615983027,844.0,986.0,1134.0,-280.0
52.5,13.355,1568.0,7803.87,4.976957908163265,14.506069295918367,841.0,1174.0,1371.0,-197.0
52.5,13.36,565.0,2588.76,4.581876106194691,15.190088490265488,351.0,453.0,608.0,43.0
52.5,13.365,423.0,2008.65,4.7485815602836885,17.845547678486998,321.0,383.0,515.0,92.0
52.5,13.370000000000001,40.0,176.28,4.407,20.040416625,35.0,38.0,64.0,24.0
52.5,13.375,62.0,342.38,5.522258064516129,21.371774258064516,57.0,61.0,75.0,13.0
52.5,13.38,152.0,681.99,4.486776315789474,18.62675440131579,127.0,146.0,186.0,34.0
52.5,13.385,761.0,3661.5,4.811432325886991,16.67019273850197,497.0,580.0,775.0,14.0
52.5,13.39,1109.0,6105.28,5.505211902614969,17.272648023444543,754.0,933.0,1250.0,141.0
52.5,13.395,450.0,2629.94,5.844311111111111,16.590703682222223,345.0,380.0,590.0,140.0
52.5,13.4,91.0,422.78,4.645934065934066,8.475274714285714,54.0,71.0,114.0,23.0
52.5,13.405000000000001,78.0,394.21999999999997,5.054102564102564,17.440598307692305,66.0,66.0,97.0,19.0
52.5,13.41,181.0,744.33,4.112320441988951,14.081491685082874,102.0,126.0,184.0,3.0
52.5,13.415000000000001,342.0,1740.27,5.088508771929824,17.744103295321636,258.0,287.0,376.0,34.0
52.5,13.42,1196.0,6925.98,5.790953177257525,15.172324429765887,772.0,961.0,1402.0,206.0
52.5,13.425,626.0,3422.11,5.466629392971246,14.567305653354632,436.0,512.0,733.0,107.0
52.5,13.43,1097.0,6761.33,6.163473108477667,13.820237003646309,757.0,905.0,922.0,-175.0
52.5,13.435,509.0,2930.57,5.757504911591356,14.310248862475442,384.0,424.0,543.0,34.0
52.5,13.44,1257.0,7965.32,6.336770087509944,14.234725540970565,851.0,1064.0,1248.0,-9.0
52.5,13.445,1428.0,8968.01,6.280119047619047,13.889017273109243,933.0,1137.0,1452.0,24.0
52.5,13.450000000000001,558.0,3496.0,6.265232974910394,11.270430100358423,417.0,415.0,669.0,111.0
52.5,13.455,291.0,2030.61,6.978041237113402,10.809736577319587,230.0,215.0,321.0,30.0
52.5,13.46,340.0,2321.15,6.826911764705883,10.287500014705882,239.0,212.0,409.0,69.0
52.5,13.465,370.0,2361.1,6.381351351351351,11.28945945945946,266.0,264.0,420.0,50.0
52.5,13.47,137.0,617.24,4.505401459854014,15.47153283211679,112.0,123.0,169.0,32.0
52.5,13.475,5.0,27.39,5.478,10.9333332,4.0,5.0,16.0,11.0
52.5,13.48,1.0,4.55,4.55,24.45,1.0,1.0,0.0,-1.0
52.5,13.485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.5,13.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.5,13.495000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.5,13.52,1.0,5.6,5.6,36.65,1.0,1.0,1.0,0.0
52.505,13.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.505,13.265,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
52.505,13.27,1.0,1.76,1.76,18.0,1.0,1.0,0.0,-1.0
52.505,13.275,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
52.505,13.280000000000001,7.0,42.1,6.014285714285714,20.021428571428572,6.0,7.0,12.0,5.0
52.505,13.285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.505,13.290000000000001,1.0,5.3,5.3,4.533333,1.0,1.0,4.0,3.0
52.505,13.295,19.0,64.22,3.38,14.595614105263158,14.0,16.0,30.0,11.0
52.505,13.3,128.0,683.63,5.340859375,12.0205729296875,81.0,111.0,168.0,40.0
52.505,13.305,517.0,2559.03,4.949767891682786,12.931431323017408,331.0,421.0,631.0,114.0
52.505,13.31,199.0,1059.35,5.323366834170854,14.208207703517587,160.0,181.0,252.0,53.0
52.505,13.315,890.0,5142.15,5.777696629213483,13.557902616853932,592.0,676.0,937.0,47.0
52.505,13.32,1117.0,5790.76,5.18420769919427,11.958758581020591,714.0,852.0,1209.0,92.0
52.505,13.325000000000001,1620.0,8425.34,5.200827160493827,12.042037035185185,934.0,1200.0,1449.0,-171.0
52.505,13.33,4386.0,22332.47,5.091762425900593,13.032668344277246,1695.0,3274.0,3993.0,-393.0
52.505,13.335,5307.0,25914.52,4.883082720934615,14.730808359902015,1903.0,3996.0,4888.0,-419.0
52.505,13.34,3417.0,17911.42,5.241855428738659,14.338557213930347,1565.0,2731.0,2878.0,-539.0
52.505,13.345,1459.0,8275.95,5.6723440712817,13.840827044551062,874.0,1096.0,1394.0,-65.0
52.505,13.35,1426.0,8071.41,5.660175315568022,14.942239366058905,876.0,1078.0,1414.0,-12.0
52.505,13.355,417.0,2199.35,5.274220623501199,17.056235038369305,324.0,327.0,447.0,30.0
52.505,13.36,108.0,629.8,5.8314814814814815,16.760648185185186,101.0,91.0,145.0,37.0
52.505,13.365,301.0,1803.29,5.990996677740863,14.844905867109633,244.0,266.0,372.0,71.0
52.505,13.370000000000001,320.0,1472.28,4.600875,15.828437521875,220.0,261.0,424.0,104.0
52.505,13.375,825.0,3930.59,4.764351515151516,14.53507069939394,521.0,646.0,977.0,152.0
52.505,13.38,868.0,4521.55,5.209158986175115,14.283947771889402,594.0,726.0,883.0,15.0
52.505,13.385,1285.0,7027.34,5.4687470817120625,14.529312584435797,865.0,1071.0,1234.0,-51.0
52.505,13.39,1533.0,8636.21,5.6335355512067835,16.054272672537508,1005.0,1275.0,1366.0,-167.0
52.505,13.395,743.0,4256.96,5.729421265141319,13.92108568371467,532.0,569.0,761.0,18.0
52.505,13.4,558.0,2941.06,5.270716845878136,11.773894853046594,365.0,417.0,612.0,54.0
52.505,13.405000000000001,56.0,299.32,5.345,11.244940517857144,43.0,48.0,78.0,22.0
52.505,13.41,155.0,785.74,5.069290322580645,13.571935477419354,102.0,126.0,169.0,14.0
52.505,13.415000000000001,212.0,1215.85,5.735141509433962,14.778144646226414,167.0,194.0,311.0,99.0
52.505,13.42,471.0,2534.43,5.380955414012739,16.7497876985138,331.0,385.0,566.0,95.0
52.505,13.425,57.0,281.57,4.939824561403508,13.680701736842105,40.0,51.0,61.0,4.0
52.505,13.43,358.0,2300.25,6.425279329608938,13.346182466480448,294.0,319.0,294.0,-64.0
52.505,13.435,234.0,1282.88,5.482393162393163,12.001994316239315,163.0,204.0,239.0,5.0
52.505,13.44,1511.0,8680.05,5.744573130377233,12.438285911978822,897.0,1202.0,1564.0,53.0
52.505,13.445,3790.0,20259.69,5.345564643799472,13.07752418469657,1611.0,2889.0,3086.0,-704.0
52.505,13.450000000000001,2983.0,17269.87,5.789430103922226,12.099240143144485,1475.0,2293.0,2654.0,-329.0
52.505,13.455,191.0,1016.79,5.323507853403141,9.710907502617802,157.0,158.0,257.0,66.0
52.505,13.46,161.0,965.23,5.995217391304348,8.08395446583851,136.0,134.0,202.0,41.0
52.505,13.465,390.0,2079.53,5.332128205128206,11.449529912820513,296.0,326.0,451.0,61.0
52.505,13.47,1532.0,9301.12,6.071227154046998,10.999521325718016,874.0,1082.0,1577.0,45.0
52.505,13.475,75.0,491.03000000000003,6.547066666666667,5.856444426666667,61.0,14.0,57.0,-18.0
52.505,13.48,1.0,2.77,2.77,13.216667,1.0,1.0,1.0,0.0
52.505,13.5,1.0,3.13,3.13,12.716667,1.0,1.0,1.0,0.0
52.505,13.51,1.0,17.63,17.63,23.666667,1.0,1.0,1.0,0.0
52.51,13.245000000000001,1.0,3.21,3.21,21.0,1.0,1.0,1.0,0.0
52.51,13.26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.51,13.27,1.0,8.93,8.93,15.233333,1.0,1.0,0.0,-1.0
52.51,13.280000000000001,3.0,20.19,6.73,32.550000000000004,3.0,3.0,3.0,0.0
52.51,13.285,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
52.51,13.290000000000001,3.0,10.76,3.5866666666666664,51.40555533333333,3.0,3.0,4.0,1.0
52.51,13.295,28.0,135.58,4.842142857142858,15.308333321428572,22.0,24.0,52.0,24.0
52.51,13.3,146.0,738.2,5.0561643835616445,16.93550226027397,113.0,129.0,211.0,65.0
52.51,13.305,271.0,1305.76,4.81830258302583,14.029643254612544,190.0,240.0,373.0,102.0
52.51,13.31,200.0,1063.16,5.3158,13.590916655000001,142.0,166.0,261.0,61.0
52.51,13.315,408.0,2421.3,5.934558823529412,12.711315357843137,293.0,287.0,502.0,94.0
52.51,13.32,362.0,2005.95,5.541298342541436,12.53577347237569,257.0,285.0,441.0,79.0
52.51,13.325000000000001,646.0,3733.19,5.778931888544892,12.792260061919503,454.0,504.0,678.0,32.0
52.51,13.33,397.0,2010.83,5.065062972292191,13.383459272040303,303.0,338.0,289.0,-108.0
52.51,13.335,88.0,332.8,3.7818181818181817,19.656439375,81.0,86.0,32.0,-56.0
52.51,13.34,4.0,16.82,4.205,22.50833325,4.0,4.0,4.0,0.0
52.51,13.345,32.0,178.37,5.5740625,16.49166659375,29.0,32.0,43.0,11.0
52.51,13.35,587.0,3404.7,5.800170357751277,15.575383337308345,396.0,497.0,660.0,73.0
52.51,13.355,21.0,118.66,5.650476190476191,11.851587333333333,16.0,19.0,41.0,20.0
52.51,13.36,11.0,59.699999999999996,5.427272727272727,25.41212118181818,10.0,11.0,12.0,1.0
52.51,13.365,41.0,225.24,5.493658536585366,15.33495931707317,32.0,40.0,50.0,9.0
52.51,13.370000000000001,584.0,2973.04,5.090821917808219,15.942694078767124,438.0,538.0,636.0,52.0
52.51,13.375,4334.0,21351.77,4.926573604060914,16.806383633825565,1759.0,3541.0,3843.0,-491.0
52.51,13.38,1626.0,8181.39,5.03160516605166,15.36093685608856,1000.0,1427.0,1714.0,88.0
52.51,13.385,1476.0,7073.31,4.792215447154472,13.068112009485095,855.0,1193.0,1494.0,18.0
52.51,13.39,3808.0,20816.89,5.4666202731092435,15.436751576680672,1700.0,3053.0,3147.0,-661.0
52.51,13.395,670.0,3995.79,5.963865671641791,12.075746270149255,492.0,536.0,808.0,138.0
52.51,13.4,758.0,4748.27,6.264208443271769,13.470052766490765,537.0,565.0,878.0,120.0
52.51,13.405000000000001,546.0,3331.05,6.100824175824176,12.98980467032967,389.0,399.0,662.0,116.0
52.51,13.41,394.0,2567.54,6.516598984771574,13.439170888324874,322.0,306.0,465.0,71.0
52.51,13.415000000000001,1299.0,8351.23,6.42896843725943,12.997870160123172,842.0,1035.0,1311.0,12.0
52.51,13.42,918.0,5646.09,6.1504248366013075,12.364397238562091,633.0,700.0,944.0,26.0
52.51,13.425,1492.0,9287.53,6.224886058981234,13.073949946380699,957.0,1161.0,1526.0,34.0
52.51,13.43,1105.0,6937.93,6.2786696832579185,14.052684768325792,760.0,914.0,945.0,-160.0
52.51,13.435,2820.0,16236.91,5.7577695035461,13.903209221985815,1379.0,2120.0,2742.0,-78.0
52.51,13.44,213.0,1267.66,5.951455399061033,10.701721460093898,185.0,199.0,270.0,57.0
52.51,13.445,351.0,1964.04,5.595555555555555,10.998907868945869,267.0,275.0,439.0,88.0
52.51,13.450000000000001,2838.0,17603.93,6.202935165609584,12.18200611134602,1477.0,2138.0,2381.0,-457.0
52.51,13.455,2277.0,13066.3,5.738383838383838,11.831232617039966,1260.0,1708.0,2183.0,-94.0
52.51,13.46,1990.0,11536.24,5.797105527638191,11.813082085427137,1153.0,1470.0,1677.0,-313.0
52.51,13.465,1011.0,6348.62,6.279545004945598,9.965924819980218,669.0,637.0,855.0,-156.0
52.51,13.47,508.0,3169.38,6.238937007874016,9.791174539370079,384.0,344.0,589.0,81.0
52.51,13.475,222.0,1489.2,6.708108108108108,11.246696666666669,175.0,149.0,291.0,69.0
52.51,13.48,3.0,22.65,7.55,12.144444333333333,3.0,3.0,9.0,6.0
52.51,13.485,7.0,44.91,6.4157142857142855,11.695238000000002,6.0,4.0,0.0,-7.0
52.51,13.49,2.0,21.240000000000002,10.620000000000001,27.049999999999997,2.0,2.0,1.0,-1.0
52.51,13.495000000000001,1.0,8.32,8.32,8.5,1.0,1.0,2.0,1.0
52.51,13.5,3.0,11.600000000000001,3.866666666666667,29.600000333333337,3.0,3.0,7.0,4.0
52.51,13.505,1.0,3.64,3.64,33.35,1.0,1.0,2.0,1.0
52.51,13.51,1.0,11.45,11.45,17.333333,1.0,1.0,0.0,-1.0
52.51,13.52,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
52.51,13.530000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.51,13.565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.51,13.61,1.0,13.79,13.79,35.3,1.0,1.0,0.0,-1.0
52.515,13.245000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
52.515,13.25,2.0,9.629999999999999,4.8149999999999995,3.866667,1.0,1.0,2.0,0.0
52.515,13.26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.515,13.280000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.515,13.285,1.0,10.2,10.2,2.633333,1.0,1.0,2.0,1.0
52.515,13.290000000000001,1.0,0.69,0.69,40.166667,1.0,1.0,3.0,2.0
52.515,13.295,19.0,96.3,5.068421052631579,27.730701736842104,19.0,15.0,18.0,-1.0
52.515,13.3,15.0,69.82,4.6546666666666665,20.98999993333333,14.0,15.0,22.0,7.0
52.515,13.305,49.0,198.52,4.051428571428572,12.23129248979592,32.0,38.0,69.0,20.0
52.515,13.31,14.0,56.48,4.034285714285714,20.109524,13.0,14.0,35.0,21.0
52.515,13.315,47.0,230.18,4.897446808510638,10.49468085106383,35.0,37.0,66.0,19.0
52.515,13.32,69.0,442.96999999999997,6.4198550724637675,16.048792260869565,64.0,66.0,100.0,31.0
52.515,13.325000000000001,121.0,727.83,6.0151239669421495,16.342699685950414,102.0,105.0,165.0,44.0
52.515,13.33,101.0,694.37,6.874950495049505,17.077557772277228,91.0,93.0,135.0,34.0
52.515,13.335,298.0,1838.87,6.170704697986577,16.522259506711407,223.0,269.0,394.0,96.0
52.515,13.34,94.0,601.53,6.399255319148936,18.695744691489363,78.0,88.0,127.0,33.0
52.515,13.345,43.0,177.64000000000001,4.131162790697675,12.427906953488371,24.0,38.0,59.0,16.0
52.515,13.35,1046.0,6532.98,6.245678776290631,19.016523260994262,723.0,975.0,1029.0,-17.0
52.515,13.355,76.0,500.2,6.5815789473684205,11.674122763157895,60.0,73.0,112.0,36.0
52.515,13.36,44.0,262.85,5.973863636363637,16.53371209090909,42.0,44.0,83.0,39.0
52.515,13.365,90.0,446.68,4.963111111111111,13.342777777777776,74.0,87.0,116.0,26.0
52.515,13.370000000000001,278.0,1593.0,5.73021582733813,16.640467615107912,227.0,268.0,323.0,45.0
52.515,13.375,3345.0,14755.54,4.411222720478326,18.828261094768312,1579.0,2964.0,2848.0,-497.0
52.515,13.38,4987.0,22586.05,4.5289853619410465,17.40933426649288,1852.0,4155.0,5219.0,232.0
52.515,13.385,675.0,3310.71,4.904755555555556,13.994024718518517,520.0,611.0,793.0,118.0
52.515,13.39,3013.0,16066.92,5.332532359774311,14.61770660736807,1490.0,2422.0,2432.0,-581.0
52.515,13.395,1602.0,8533.67,5.326885143570537,12.917634214107366,980.0,1351.0,1443.0,-159.0
52.515,13.4,296.0,1543.91,5.215912162162162,12.732826581081081,239.0,248.0,366.0,70.0
52.515,13.405000000000001,1202.0,6547.44,5.4471214642262895,12.825776477537438,763.0,980.0,1149.0,-53.0
52.515,13.41,783.0,4382.97,5.597662835249042,13.512920398467433,591.0,666.0,840.0,57.0
52.515,13.415000000000001,511.0,2769.15,5.419080234833659,14.01793869667319,405.0,436.0,526.0,15.0
52.515,13.42,739.0,4428.75,5.9928958051420835,12.585588634641407,522.0,633.0,856.0,117.0
52.515,13.425,1224.0,6757.67,5.520972222222222,14.366407959150326,747.0,897.0,1213.0,-11.0
52.515,13.43,314.0,1838.73,5.855828025477707,11.974628449044586,249.0,246.0,320.0,6.0
52.515,13.435,116.0,789.47,6.805775862068966,10.707758663793104,104.0,103.0,169.0,53.0
52.515,13.44,483.0,3414.26,7.068861283643892,11.488026244306418,392.0,384.0,450.0,-33.0
52.515,13.445,622.0,4145.23,6.664356913183279,9.883413728295821,445.0,445.0,527.0,-95.0
52.515,13.450000000000001,514.0,3409.18,6.632645914396887,10.816796365758755,397.0,413.0,582.0,68.0
52.515,13.455,2791.0,18957.32,6.792303833751343,11.420966211393766,1438.0,1961.0,2112.0,-679.0
52.515,13.46,1665.0,10082.41,6.055501501501501,12.607777772372373,1005.0,1217.0,1315.0,-350.0
52.515,13.465,1066.0,6698.54,6.283808630393996,12.540916188555348,729.0,799.0,1048.0,-18.0
52.515,13.47,564.0,3510.86,6.224929078014185,11.143173765957448,412.0,403.0,566.0,2.0
52.515,13.475,1355.0,9086.02,6.705549815498156,14.036519074538747,841.0,968.0,1292.0,-63.0
52.515,13.48,20.0,113.15,5.657500000000001,16.39916675,19.0,20.0,31.0,11.0
52.515,13.485,1.0,6.92,6.92,31.566667,1.0,1.0,3.0,2.0
52.515,13.495000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
52.515,13.5,2.0,25.44,12.72,12.508333,2.0,2.0,0.0,-2.0
52.515,13.515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.515,13.52,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
52.52,13.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
52.52,13.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.52,13.275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.52,13.280000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
52.52,13.285,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
52.52,13.290000000000001,2.0,25.009999999999998,12.504999999999999,24.150000000000002,2.0,2.0,6.0,4.0
52.52,13.295,4.0,23.25,5.8125,27.9625,4.0,4.0,4.0,0.0
52.52,13.3,36.0,168.5,4.680555555555555,20.989351833333334,25.0,30.0,50.0,14.0
52.52,13.305,21.0,101.53,4.834761904761905,27.345238095238095,18.0,19.0,33.0,12.0
52.52,13.31,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
52.52,13.315,6.0,39.24,6.54,14.697222166666668,6.0,6.0,6.0,0.0
52.52,13.32,27.0,179.68,6.654814814814815,16.428395185185185,23.0,19.0,34.0,7.0
52.52,13.325000000000001,5.0,33.29,6.6579999999999995,16.123333199999998,5.0,5.0,5.0,0.0
52.52,13.33,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
52.52,13.335,3.0,21.35,7.116666666666667,12.961111,3.0,3.0,4.0,1.0
52.52,13.34,44.0,174.84,3.9736363636363636,23.829545431818186,37.0,42.0,66.0,22.0
52.52,13.345,27.0,125.08,4.632592592592593,16.165432111111112,20.0,24.0,37.0,10.0
52.52,13.35,10.0,53.7,5.37,12.6000001,8.0,10.0,18.0,8.0
52.52,13.355,21.0,114.09,5.432857142857143,23.71984123809524,21.0,20.0,39.0,18.0
52.52,13.36,14.0,80.59,5.756428571428572,18.82261907142857,14.0,14.0,19.0,5.0
52.52,13.365,48.0,219.05,4.563541666666667,21.050694416666666,44.0,47.0,58.0,10.0
52.52,13.370000000000001,415.0,1896.3700000000001,4.569566265060241,18.788393554216867,333.0,400.0,535.0,120.0
52.52,13.375,1266.0,5013.65,3.9602290679304892,18.030292258293837,821.0,1170.0,1339.0,73.0
52.52,13.38,325.0,1912.34,5.884123076923077,15.40389743076923,269.0,285.0,397.0,72.0
52.52,13.385,936.0,4654.78,4.973055555555555,12.779558393162393,641.0,816.0,976.0,40.0
52.52,13.39,1876.0,9878.83,5.265900852878465,13.575710732409382,1070.0,1551.0,1970.0,94.0
52.52,13.395,743.0,3187.77,4.2904037685060565,13.696657695827726,502.0,663.0,704.0,-39.0
52.52,13.4,3741.0,15733.8,4.205773857257418,14.07066737850842,1545.0,2999.0,3516.0,-225.0
52.52,13.405000000000001,7052.0,28559.87,4.049896483267158,12.496374548922292,2019.0,5110.0,5776.0,-1276.0
52.52,13.41,6982.0,28586.6,4.094328272701231,12.37599780191922,2001.0,5169.0,6883.0,-99.0
52.52,13.415000000000001,7141.0,34876.05,4.883916818372778,13.340540537319704,2099.0,5156.0,6346.0,-795.0
52.52,13.42,338.0,1949.2,5.766863905325444,10.136242612426035,263.0,273.0,386.0,48.0
52.52,13.425,273.0,1657.53,6.071538461538461,12.613064728937728,210.0,230.0,359.0,86.0
52.52,13.43,710.0,4526.81,6.3757887323943665,13.571784049295774,512.0,570.0,866.0,156.0
52.52,13.435,361.0,2683.51,7.433545706371191,11.207248398891966,284.0,271.0,418.0,57.0
52.52,13.44,143.0,1099.4,7.688111888111889,11.21958041958042,132.0,121.0,183.0,40.0
52.52,13.445,78.0,531.46,6.813589743589744,10.261111115384615,70.0,66.0,124.0,46.0
52.52,13.450000000000001,344.0,2213.0,6.433139534883721,12.39123061627907,272.0,267.0,442.0,98.0
52.52,13.455,431.0,2970.96,6.893178654292344,10.343658150812065,328.0,326.0,416.0,-15.0
52.52,13.46,41.0,252.44,6.1570731707317075,13.752032536585366,32.0,33.0,47.0,6.0
52.52,13.465,41.0,206.25,5.030487804878049,13.336178926829268,31.0,30.0,55.0,14.0
52.52,13.47,57.0,354.72,6.223157894736842,10.475146192982457,37.0,40.0,62.0,5.0
52.52,13.475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.52,13.48,2.0,20.33,10.165,2.0833334999999997,2.0,2.0,3.0,1.0
52.52,13.485,1.0,4.02,4.02,30.816667,1.0,1.0,2.0,1.0
52.52,13.49,1.0,0.61,0.61,0.866667,1.0,1.0,2.0,1.0
52.52,13.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
52.52,13.565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.525,13.195,2.0,1.44,0.72,11.5,1.0,1.0,4.0,2.0
52.525,13.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52.525,13.26,1.0,10.35,10.35,10.566667,1.0,1.0,0.0,-1.0
52.525,13.3,2.0,2.63,1.315,24.65,2.0,2.0,4.0,2.0
52.525,13.305,1.0,4.15,4.15,25.433333,1.0,1.0,4.0,3.0
52.525,13.31,1.0,11.36,11.36,8.266667,1.0,1.0,0.0,-1.0
52.525,13.315,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
52.525,13.32,1.0,7.58,7.58,43.883333,1.0,1.0,1.0,0.0
52.525,13.325000000000001,9.0,81.53,9.05888888888889,11.274074,7.0,8.0,13.0,4.0
52.525,13.33,8.0,71.5,8.9375,16.120833375,7.0,7.0,18.0,10.0
52.525,13.335,4.0,26.35,6.5875,36.745833250000004,4.0,4.0,8.0,4.0
52.525,13.34,14.0,95.0,6.785714285714286,24.509523857142856,14.0,14.0,19.0,5.0
52.525,13.345,13.0,101.92,7.84,13.447435769230768,10.0,11.0,30.0,17.0
52.525,13.35,7.0,39.94,5.7057142857142855,28.354761857142854,7.0,7.0,14.0,7.0
52.525,13.355,14.0,61.73,4.409285714285714,24.764285642857143,12.0,13.0,26.0,12.0
52.525,13.36,33.0,148.71,4.506363636363637,27.884848484848487,31.0,32.0,59.0,26.0
52.525,13.365,251.0,1189.53,4.739163346613545,16.59860560557769,182.0,219.0,360.0,109.0
52.525,13.370000000000001,2075.0,9816.64,4.730910843373493,18.057012043855423,1132.0,1735.0,2211.0,136.0
52.525,13.375,110.0,600.54,5.459454545454546,17.91121208181818,96.0,108.0,135.0,25.0
52.525,13.38,290.0,1979.01,6.824172413793104,10.570344817241379,237.0,215.0,349.0,59.0
52.525,13.385,576.0,3331.5,5.783854166666667,12.6320601875,429.0,485.0,640.0,64.0
52.525,13.39,1508.0,8609.7,5.709350132625995,13.26329574270557,916.0,1156.0,1632.0,124.0
52.525,13.395,1097.0,6140.41,5.597456700091158,11.970464894257065,727.0,924.0,1276.0,179.0
52.525,13.4,1432.0,7684.59,5.366333798882682,11.816783054469273,874.0,1146.0,1606.0,174.0
52.525,13.405000000000001,2348.0,12480.97,5.315574957410562,12.252044295570698,1225.0,1878.0,2450.0,102.0
52.525,13.41,3243.0,16684.76,5.144853530681467,11.407421114400247,1483.0,2527.0,3144.0,-99.0
52.525,13.415000000000001,2917.0,15572.88,5.338663009941721,11.840932464175523,1409.0,2188.0,2840.0,-77.0
52.525,13.42,1667.0,9022.72,5.412549490101979,13.625374934013198,975.0,1148.0,1472.0,-195.0
52.525,13.425,128.0,862.21,6.736015625,12.455468703125,118.0,111.0,198.0,70.0
52.525,13.43,181.0,1153.41,6.37243093922652,16.24852670718232,157.0,149.0,259.0,78.0
52.525,13.435,188.0,1241.06,6.601382978723404,14.385372324468086,163.0,158.0,222.0,34.0
52.525,13.44,70.0,483.49,6.907,13.188809471428572,66.0,65.0,87.0,17.0
52.525,13.445,134.0,913.89,6.820074626865671,13.375995022388059,112.0,119.0,184.0,50.0
